"","ASV_1","ASV_2","ASV_3","ASV_4","ASV_5","ASV_6","ASV_7","ASV_9","ASV_11","ASV_12","ASV_13","ASV_14","ASV_16","ASV_17","ASV_18","ASV_20","ASV_21","ASV_22","ASV_24","ASV_25","ASV_26","ASV_27","ASV_28","ASV_29","ASV_31","ASV_32","ASV_34","ASV_37","ASV_39","ASV_40","ASV_41","ASV_44","ASV_48","ASV_54","ASV_56","ASV_57","ASV_59","ASV_61","ASV_62","ASV_64","ASV_67","ASV_69","ASV_71","ASV_74","ASV_75","ASV_78","ASV_83","ASV_84","ASV_89","ASV_92","ASV_94","ASV_96","ASV_103","ASV_106","ASV_107","ASV_108","ASV_115","ASV_127","ASV_132","ASV_133","ASV_135","ASV_141","ASV_144","ASV_146","ASV_149","ASV_150","ASV_152","ASV_154","ASV_158","ASV_161","ASV_171","ASV_173","ASV_177","ASV_181","ASV_185","ASV_190","ASV_197","ASV_200","ASV_202","ASV_210","ASV_213","ASV_223","ASV_225","ASV_228","ASV_233","ASV_234","ASV_244","ASV_255","ASV_258","ASV_264","ASV_265","ASV_269","ASV_276","ASV_282","ASV_284","ASV_297","ASV_299","ASV_310","ASV_317","ASV_319","ASV_329","ASV_331","ASV_340","ASV_341","ASV_350","ASV_355","ASV_358","ASV_370","ASV_375","ASV_383","ASV_385","ASV_406","ASV_426","ASV_429","ASV_444","ASV_445","ASV_449","ASV_475","ASV_481","ASV_486","ASV_494","ASV_516","ASV_524","ASV_547","ASV_550","ASV_590","ASV_592","ASV_594","ASV_600","ASV_605","ASV_608","ASV_624","ASV_630","ASV_637","ASV_649","ASV_658","ASV_663","ASV_705","ASV_706","ASV_714","ASV_729","ASV_737","ASV_753","ASV_760","ASV_776","ASV_819","ASV_831","ASV_899","ASV_942","ASV_943","ASV_1050","ASV_1076","ASV_1093","ASV_1095","ASV_1138","ASV_1156","ASV_1203","ASV_1227","ASV_1235","ASV_1237","ASV_1242","ASV_1294","ASV_1326","ASV_1342","ASV_1374","ASV_1385","ASV_1401","ASV_1448","ASV_1587","ASV_1692","ASV_1713","ASV_1803","ASV_1815","ASV_1897","ASV_1949","ASV_2014","ASV_2030","ASV_2049","ASV_2097","ASV_2114","ASV_2268","ASV_2289","ASV_2311","ASV_2444","ASV_2499","ASV_2501","ASV_2529","ASV_2561","ASV_2671","ASV_2684","ASV_2794","ASV_2991","ASV_3002","ASV_3220","ASV_3298","ASV_3380","ASV_3561","ASV_3706","ASV_3727","ASV_3804","ASV_3826","ASV_3971","ASV_4147","ASV_4238","ASV_4558","ASV_4696","ASV_4886","ASV_4954","ASV_5163","ASV_5398","ASV_5487","ASV_5497","ASV_5629"
"ASV_13",0,0,0.811725172845385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990072482449475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916032812927504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850357955810264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850175098808791,0,0,0,0,0.81038336495319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905487269678809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923253352405281,0,0,0,0,0,0,0,0,0.898144199801283,0,0,0.847687843040557,0,0,0,0,0,0,0,0,0.949917242038493,0,0,0,0,0,0,0,0,0.805519610957364,0.915330880989788,0,0.817333830541126,0,0,0,0,0,0,0,0,0,0,0,0.867843267543503,0,0,0,0.929327051271538,0.898816819931462,0.879582834382882,0.957100245294243,0,0,0,0,0.960185340058313,0,0,0,0,0,0.954797452305059,0,0,0,0,0.974169063834192,0,0,0,0,0.931697072984362,0,0,0,0.915735914190967,0,0,0,0,0,0.96986537016298,0,0,0,0.936615997357254,0.933042947053163,0,0.953274721348019,0,0.906552179769435,0.937457680150157,0,0,0,0,0.912685608371057,0.895063303617737,0,0,0,0,0,0,0.875689491940558,0.92241732211238,0.861802097750623,0,0,0,0,0,0,0,0,0,0.892029827614055,0,0,0.803244252388233,0,0,0,0,0.885609150052494,0,0,0,0,0,0,0,0.97913120975455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877602465547141,0,0,0,0
"ASV_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996496783771004,0,0,0,0,0,0,0,0,0,0.99342183972211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_21",0,0,0,0,0,0,0.811566536125172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808298092273833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762761394850615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78462834301599,0,0,0,0,0,0,0,0.834770774986568,0,0,0,0,0,0.774926771789065,0,0,0.832166555394522,0,0,0,0,0,0,0,0,0,0.819334422462148,0
"ASV_22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905487269678809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876881596571134,0,0,0,0,0,0,0,0,0.850560489289709,0,0,0.835819197973089,0,0,0,0,0,0,0,0,0.939566542545769,0,0,0,0,0,0,0,0,0.909486414533235,0.923513861986623,0,0.897813357718168,0,0,0,0,0,0,0,0,0,0,0,0.874743674331893,0,0,0,0.883898649295783,0.920101850194694,0.930923078021725,0.928584112479992,0,0,0,0,0.834043569942756,0,0,0,0,0,0.852273307251339,0,0,0,0,0.932381150841927,0,0,0,0,0.935004392375185,0,0,0,0.920209589579675,0,0,0,0,0,0.928056369422891,0,0,0,0.892442663583714,0.906391910143155,0,0.923827562693595,0,0.916547736196366,0.945829712249087,0,0,0,0,0.917996552846256,0.920436185138805,0,0,0,0,0,0,0.934148134644412,0.937177069350473,0.891908737116974,0,0,0,0,0,0,0,0,0,0.918184494237521,0,0,0,0,0,0,0,0.919653639359128,0,0,0,0,0,0,0,0.911963873050431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893229465873713,0,0,0,0
"ASV_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929393095961815,0,0,0,0,0,0,0,0,0.754394477736812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
